No,Original_Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Egg_Group1,Egg_Group2,Category,is_mega,image_url,evolutionary_stage
125,Electabuzz,1,1.1,30,Electric,,Static,,Vital Spirit,Yellow,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png,2
126,Magmar,1,1.3,44.5,Fire,,Flame Body,,Vital Spirit,Red,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png,2
127,Pinsir,1,1.5,55,Bug,,Hyper Cutter,Mold Breaker,Moxie,Brown,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png,1
128,Tauros,1,1.4,88.4,Normal,,Intimidate,Anger Point,Sheer Force,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/128.png,1
129,Magikarp,1,0.9,10,Water,,Swift Swim,,Rattled,Red,Water2,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/129.png,1
130,Gyarados,1,6.5,235,Water,Flying,Intimidate,,Moxie,Blue,Water2,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png,2
131,Lapras,1,2.5,220,Water,Ice,Water Absorb,Shell Armor,Hydration,Blue,Monster,Water1,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png,1
132,Ditto,1,0.3,4,Normal,,Limber,,Imposter,Purple,Ditto,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/132.png,1
133,Eevee,1,0.3,6.5,Normal,,Run Away,Adaptability,Anticipation,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/133.png,1
134,Vaporeon,1,1,29,Water,,Water Absorb,,Hydration,Blue,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/134.png,2
135,Jolteon,1,0.8,24.5,Electric,,Volt Absorb,,Quick Feet,Yellow,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png,2
136,Flareon,1,0.9,25,Fire,,Flash Fire,,Guts,Red,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png,2
137,Porygon,1,0.8,36.5,Normal,,Trace,Download,Analytic,Pink,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png,1
138,Omanyte,1,0.4,7.5,Rock,Water,Swift Swim,Shell Armor,Weak Armor,Blue,Water1,Water3,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png,1
139,Omastar,1,1,35,Rock,Water,Swift Swim,Shell Armor,Weak Armor,Blue,Water1,Water3,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png,2
140,Kabuto,1,0.5,11.5,Rock,Water,Swift Swim,Battle Armor,Weak Armor,Brown,Water1,Water3,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png,1
141,Kabutops,1,1.3,40.5,Rock,Water,Swift Swim,Battle Armor,Weak Armor,Brown,Water1,Water3,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png,2
142,Aerodactyl,1,1.8,59,Rock,Flying,Rock Head,Pressure,Unnerve,Purple,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png,1
143,Snorlax,1,2.1,460,Normal,,Immunity,Thick Fat,Gluttony,Black,Monster,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png,2
144,Articuno,1,1.7,55.4,Ice,Flying,Pressure,,Snow Cloak,Blue,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png,1
145,Zapdos,1,1.6,52.6,Electric,Flying,Pressure,,Static,Yellow,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png,1
146,Moltres,1,2,60,Fire,Flying,Pressure,,Flame Body,Yellow,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png,1
147,Dratini,1,1.8,3.3,Dragon,,Shed Skin,,Marvel Scale,Blue,Water1,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png,1
148,Dragonair,1,4,16.5,Dragon,,Shed Skin,,Marvel Scale,Blue,Water1,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png,2
149,Dragonite,1,2.2,210,Dragon,Flying,Inner Focus,,Multiscale,Brown,Water1,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png,3
150,Mewtwo,1,2,122,Psychic,,Pressure,,Unnerve,Purple,Undiscovered,,Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png,1
151,Mew,1,0.4,4,Psychic,,Synchronize,,,Pink,Undiscovered,,Mythical,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png,1
152,Chikorita,2,0.9,6.4,Grass,,Overgrow,,Leaf Guard,Green,Monster,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png,1
153,Bayleef,2,1.2,15.8,Grass,,Overgrow,,Leaf Guard,Green,Monster,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png,2
154,Meganium,2,1.8,100.5,Grass,,Overgrow,,Leaf Guard,Green,Monster,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png,3
155,Cyndaquil,2,0.5,7.9,Fire,,Blaze,,Flash Fire,Yellow,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png,1
156,Quilava,2,0.9,19,Fire,,Blaze,,Flash Fire,Yellow,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png,2
157,Typhlosion,2,1.7,79.5,Fire,,Blaze,,Flash Fire,Yellow,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png,3
158,Totodile,2,0.6,9.5,Water,,Torrent,,Sheer Force,Blue,Monster,Water1,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png,1
159,Croconaw,2,1.1,25,Water,,Torrent,,Sheer Force,Blue,Monster,Water1,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png,2
160,Feraligatr,2,2.3,88.8,Water,,Torrent,,Sheer Force,Blue,Monster,Water1,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png,3
161,Sentret,2,0.8,6,Normal,,Run Away,Keen Eye,Frisk,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png,1
162,Furret,2,1.8,32.5,Normal,,Run Away,Keen Eye,Frisk,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png,2
163,Hoothoot,2,0.7,21.2,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Brown,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png,1
164,Noctowl,2,1.6,40.8,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Brown,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png,2
165,Ledyba,2,1,10.8,Bug,Flying,Swarm,Early Bird,Rattled,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png,1
166,Ledian,2,1.4,35.6,Bug,Flying,Swarm,Early Bird,Iron Fist,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png,2
167,Spinarak,2,0.5,8.5,Bug,Poison,Swarm,Insomnia,Sniper,Green,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png,1
168,Ariados,2,1.1,33.5,Bug,Poison,Swarm,Insomnia,Sniper,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png,2
169,Crobat,2,1.8,75,Poison,Flying,Inner Focus,,Infiltrator,Purple,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png,3
170,Chinchou,2,0.5,12,Water,Electric,Volt Absorb,Illuminate,Water Absorb,Blue,Water2,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png,1
171,Lanturn,2,1.2,22.5,Water,Electric,Volt Absorb,Illuminate,Water Absorb,Blue,Water2,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png,2
172,Pichu,2,0.3,2,Electric,,Static,,Lightning Rod,Yellow,Undiscovered,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png,1
173,Cleffa,2,0.3,3,Fairy,,Cute Charm,Magic Guard,Friend Guard,Pink,Undiscovered,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png,1
174,Igglybuff,2,0.3,1,Normal,Fairy,Cute Charm,Competitive,Friend Guard,Pink,Undiscovered,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png,1
175,Togepi,2,0.3,1.5,Fairy,,Hustle,Serene Grace,Super Luck,White,Undiscovered,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png,1
176,Togetic,2,0.6,3.2,Fairy,Flying,Hustle,Serene Grace,Super Luck,White,Flying,Fairy,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png,2
177,Natu,2,0.2,2,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,Green,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png,1
178,Xatu,2,1.5,15,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,Green,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png,2
179,Mareep,2,0.6,7.8,Electric,,Static,,Plus,White,Monster,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png,1
180,Flaaffy,2,0.8,13.3,Electric,,Static,,Plus,Pink,Monster,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png,2
181,Ampharos,2,1.4,61.5,Electric,,Static,,Plus,Yellow,Monster,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png,3
182,Bellossom,2,0.4,5.8,Grass,,Chlorophyll,,Healer,Green,Grass,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png,3
183,Marill,2,0.4,8.5,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,Blue,Water1,Fairy,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png,2
184,Azumarill,2,0.8,28.5,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,Blue,Water1,Fairy,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png,3
185,Sudowoodo,2,1.2,38,Rock,,Sturdy,Rock Head,Rattled,Brown,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png,2
186,Politoed,2,1.1,33.9,Water,,Water Absorb,Damp,Drizzle,Green,Water1,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png,3
187,Hoppip,2,0.4,0.5,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Pink,Fairy,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png,1
188,Skiploom,2,0.6,1,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Green,Fairy,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png,2
189,Jumpluff,2,0.8,3,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Blue,Fairy,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png,3
190,Aipom,2,0.8,11.5,Normal,,Run Away,Pickup,Skill Link,Purple,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png,1
191,Sunkern,2,0.3,1.8,Grass,,Chlorophyll,Solar Power,Early Bird,Yellow,Grass,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png,1
192,Sunflora,2,0.8,8.5,Grass,,Chlorophyll,Solar Power,Early Bird,Yellow,Grass,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png,2
193,Yanma,2,1.2,38,Bug,Flying,Speed Boost,Compound Eyes,Frisk,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png,1
194,Wooper,2,0.4,8.5,Water,Ground,Damp,Water Absorb,Unaware,Blue,Water1,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png,1
195,Quagsire,2,1.4,75,Water,Ground,Damp,Water Absorb,Unaware,Blue,Water1,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png,2
196,Espeon,2,0.9,26.5,Psychic,,Synchronize,,Magic Bounce,Purple,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png,2
197,Umbreon,2,1,27,Dark,,Synchronize,,Inner Focus,Black,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png,2
198,Murkrow,2,0.5,2.1,Dark,Flying,Insomnia,Super Luck,Prankster,Black,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png,1
199,Slowking,2,2,79.5,Water,Psychic,Oblivious,Own Tempo,Regenerator,Pink,Monster,Water1,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png,2
200,Misdreavus,2,0.7,1,Ghost,,Levitate,,,Gray,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png,1
201,Unown,2,0.5,5,Psychic,,Levitate,,,Black,Undiscovered,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png,1
202,Wobbuffet,2,1.3,28.5,Psychic,,Shadow Tag,,Telepathy,Blue,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png,2
203,Girafarig,2,1.5,41.5,Normal,Psychic,Inner Focus,Early Bird,Sap Sipper,Yellow,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png,1
204,Pineco,2,0.6,7.2,Bug,,Sturdy,,Overcoat,Gray,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png,1
205,Forretress,2,1.2,125.8,Bug,Steel,Sturdy,,Overcoat,Purple,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png,2
206,Dunsparce,2,1.5,14,Normal,,Serene Grace,Run Away,Rattled,Yellow,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png,1
207,Gligar,2,1.1,64.8,Ground,Flying,Hyper Cutter,Sand Veil,Immunity,Purple,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png,1
208,Steelix,2,9.2,400,Steel,Ground,Rock Head,Sturdy,Sheer Force,Gray,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,2
209,Snubbull,2,0.6,7.8,Fairy,,Intimidate,Run Away,Rattled,Pink,Ground,Fairy,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png,1
210,Granbull,2,1.4,48.7,Fairy,,Intimidate,Quick Feet,Rattled,Purple,Ground,Fairy,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png,2
211,Qwilfish,2,0.5,3.9,Water,Poison,Poison Point,Swift Swim,Intimidate,Gray,Water2,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,1
212,Scizor,2,1.8,118,Bug,Steel,Swarm,Technician,Light Metal,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,2
213,Shuckle,2,0.6,20.5,Bug,Rock,Sturdy,Gluttony,Contrary,Yellow,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,1
214,Heracross,2,1.5,54,Bug,Fighting,Swarm,Guts,Moxie,Blue,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,1
215,Sneasel,2,0.9,28,Dark,Ice,Inner Focus,Keen Eye,Pickpocket,Black,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,1
216,Teddiursa,2,0.6,8.8,Normal,,Pickup,Quick Feet,Honey Gather,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png,1
217,Ursaring,2,1.8,125.8,Normal,,Guts,Quick Feet,Unnerve,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png,2
218,Slugma,2,0.7,35,Fire,,Magma Armor,Flame Body,Weak Armor,Red,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png,1
219,Magcargo,2,0.8,55,Fire,Rock,Magma Armor,Flame Body,Weak Armor,Red,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png,2
220,Swinub,2,0.4,6.5,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png,1
221,Piloswine,2,1.1,55.8,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png,2
222,Corsola,2,0.6,5,Water,Rock,Hustle,Natural Cure,Regenerator,Pink,Water1,Water3,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png,1
223,Remoraid,2,0.6,12,Water,,Hustle,Sniper,Moody,Gray,Water1,Water2,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png,1
224,Octillery,2,0.9,28.5,Water,,Suction Cups,Sniper,Moody,Red,Water1,Water2,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png,2
225,Delibird,2,0.9,16,Ice,Flying,Vital Spirit,Hustle,Insomnia,Red,Water1,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png,1
226,Mantine,2,2.1,220,Water,Flying,Swift Swim,Water Absorb,Water Veil,Purple,Water1,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png,2
227,Skarmory,2,1.7,50.5,Steel,Flying,Keen Eye,Sturdy,Weak Armor,Gray,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png,1
228,Houndour,2,0.6,10.8,Dark,Fire,Early Bird,Flash Fire,Unnerve,Black,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png,1
229,Houndoom,2,1.4,35,Dark,Fire,Early Bird,Flash Fire,Unnerve,Black,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png,2
230,Kingdra,2,1.8,152,Water,Dragon,Swift Swim,Sniper,Damp,Blue,Water1,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png,3
231,Phanpy,2,0.5,33.5,Ground,,Pickup,,Sand Veil,Blue,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png,1
