,No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
114,85,85_0,Dodrio,Dodrio,1,1.8,85.2,Normal,Flying,Run Away,Early Bird,Tangled Feet,Brown,50.0,50.0,0,20,Flying,,45,165,1000000,Ordinary,,,60,110,70,60,60,110,470,0,2,0,0,0,0
115,86,86_0,Seel,Seel,1,1.1,90.0,Water,,Thick Fat,Hydration,Ice Body,White,50.0,50.0,0,20,Water1,Ground,190,65,1000000,Ordinary,,,65,45,55,45,70,45,325,0,0,0,0,1,0
116,87,87_0,Dewgong,Dewgong,1,1.7,120.0,Water,Ice,Thick Fat,Hydration,Ice Body,White,50.0,50.0,0,20,Water1,Ground,75,166,1000000,Ordinary,,,90,70,80,70,95,70,475,0,0,0,0,2,0
117,88,88_0,Grimer,Grimer,1,0.9,30.0,Poison,,Stench,Sticky Hold,Poison Touch,Purple,50.0,50.0,0,20,Amorphous,,190,65,1000000,Ordinary,,,80,80,50,40,50,25,325,1,0,0,0,0,0
118,88,88_1,Grimer,Alolan Grimer,7,0.7,42.0,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,Green,50.0,50.0,0,20,Amorphous,,190,65,1000000,Ordinary,,Alolan,80,80,50,40,50,25,325,1,0,0,0,0,0
119,89,89_0,Muk,Muk,1,1.2,30.0,Poison,,Stench,Sticky Hold,Poison Touch,Purple,50.0,50.0,0,20,Amorphous,,75,175,1000000,Ordinary,,,105,105,75,65,100,50,500,1,1,0,0,0,0
120,89,89_1,Muk,Alolan Muk,7,1.0,52.0,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,Green,50.0,50.0,0,20,Amorphous,,75,175,1000000,Ordinary,,Alolan,105,105,75,65,100,50,500,1,1,0,0,0,0
121,90,90_0,Shellder,Shellder,1,0.3,4.0,Water,,Shell Armor,Skill Link,Overcoat,Purple,50.0,50.0,0,20,Water3,,190,61,1250000,Ordinary,,,30,65,100,45,25,40,305,0,0,1,0,0,0
122,91,91_0,Cloyster,Cloyster,1,1.5,132.5,Water,Ice,Shell Armor,Skill Link,Overcoat,Purple,50.0,50.0,0,20,Water3,,60,184,1250000,Ordinary,,,50,95,180,85,45,70,525,0,0,2,0,0,0
123,92,92_0,Gastly,Gastly,1,1.3,0.1,Ghost,Poison,Levitate,,,Purple,50.0,50.0,0,20,Amorphous,,190,62,1059860,Ordinary,,,30,35,30,100,35,80,310,0,0,0,1,0,0
124,93,93_0,Haunter,Haunter,1,1.6,0.1,Ghost,Poison,Levitate,,,Purple,50.0,50.0,0,20,Amorphous,,90,142,1059860,Ordinary,,,45,50,45,115,55,95,405,0,0,0,2,0,0
125,94,94_0,Gengar,Gengar,1,1.5,40.5,Ghost,Poison,Cursed Body,,,Purple,50.0,50.0,0,20,Amorphous,,45,250,1059860,Ordinary,,,60,65,60,130,75,110,500,0,0,0,3,0,0
126,94,94_1,Gengar,Mega Gengar,1,1.4,40.5,Ghost,Poison,Shadow Tag,,,Purple,50.0,50.0,0,20,Amorphous,,45,270,1059860,Ordinary,Mega,,60,65,80,170,95,130,600,0,0,0,3,0,0
127,95,95_0,Onix,Onix,1,8.8,210.0,Rock,Ground,Rock Head,Sturdy,Weak Armor,Gray,50.0,50.0,0,25,Mineral,,45,77,1000000,Ordinary,,,35,45,160,30,45,70,385,0,0,1,0,0,0
128,96,96_0,Drowzee,Drowzee,1,1.0,32.4,Psychic,,Insomnia,Forewarn,Inner Focus,Yellow,50.0,50.0,0,20,Human-Like,,190,66,1000000,Ordinary,,,60,48,45,43,90,42,328,0,0,0,0,1,0
129,97,97_0,Hypno,Hypno,1,1.6,75.6,Psychic,,Insomnia,Forewarn,Inner Focus,Yellow,50.0,50.0,0,20,Human-Like,,75,169,1000000,Ordinary,,,85,73,70,73,115,67,483,0,0,0,0,2,0
130,98,98_0,Krabby,Krabby,1,0.4,6.5,Water,,Hyper Cutter,Shell Armor,Sheer Force,Red,50.0,50.0,0,20,Water3,,225,65,1000000,Ordinary,,,30,105,90,25,25,50,325,0,1,0,0,0,0
131,99,99_0,Kingler,Kingler,1,1.3,60.0,Water,,Hyper Cutter,Shell Armor,Sheer Force,Red,50.0,50.0,0,20,Water3,,60,166,1000000,Ordinary,,,55,130,115,50,50,75,475,0,2,0,0,0,0
132,100,100_0,Voltorb,Voltorb,1,0.5,10.4,Electric,,Soundproof,Static,Aftermath,Red,0.0,0.0,100,20,Mineral,,190,66,1000000,Ordinary,,,40,30,50,55,55,100,330,0,0,0,0,0,1
133,100,100_1,Voltorb,Hisuian Voltorb,8,0.5,13.0,Electric,Grass,Soundproof,Static,Aftermath,Red,0.0,0.0,100,20,Mineral,,190,66,1000000,Ordinary,,Hisuian,40,30,50,55,55,100,330,0,0,0,0,0,1
134,101,101_0,Electrode,Electrode,1,1.2,66.6,Electric,,Soundproof,Static,Aftermath,Red,0.0,0.0,100,20,Mineral,,60,172,1000000,Ordinary,,,60,50,70,80,80,150,490,0,0,0,0,0,2
135,101,101_1,Electrode,Hisuian Electrode,8,1.2,71.0,Electric,Grass,Soundproof,Static,Aftermath,Red,0.0,0.0,100,20,Mineral,,60,172,1000000,Ordinary,,Hisuian,60,50,70,80,80,150,490,0,0,0,0,0,2
136,102,102_0,Exeggcute,Exeggcute,1,0.4,2.5,Grass,Psychic,Chlorophyll,,Harvest,Pink,50.0,50.0,0,20,Grass,,90,65,1250000,Ordinary,,,60,40,80,60,45,40,325,0,0,1,0,0,0
137,103,103_0,Exeggutor,Exeggutor,1,2.0,120.0,Grass,Psychic,Chlorophyll,,Harvest,Yellow,50.0,50.0,0,20,Grass,,45,186,1250000,Ordinary,,,95,95,85,125,75,55,530,0,0,0,2,0,0
138,103,103_1,Exeggutor,Alolan Exeggutor,7,10.9,415.6,Grass,Dragon,Frisk,,Harvest,Yellow,50.0,50.0,0,20,Grass,,45,186,1250000,Ordinary,,Alolan,95,105,85,125,75,45,530,0,0,0,2,0,0
139,104,104_0,Cubone,Cubone,1,0.4,6.5,Ground,,Rock Head,Lightning Rod,Battle Armor,Brown,50.0,50.0,0,20,Monster,,190,64,1000000,Ordinary,,,50,50,95,40,50,35,320,0,0,1,0,0,0
140,105,105_0,Marowak,Marowak,1,1.0,45.0,Ground,,Rock Head,Lightning Rod,Battle Armor,Brown,50.0,50.0,0,20,Monster,,75,149,1000000,Ordinary,,,60,80,110,50,80,45,425,0,0,2,0,0,0
141,105,105_1,Marowak,Alolan Marowak,7,1.0,34.0,Fire,Ghost,Cursed Body,Lightning Rod,Rock Head,Purple,50.0,50.0,0,20,Monster,,75,149,1000000,Ordinary,,Alolan,60,80,110,50,80,45,425,0,0,2,0,0,0
142,106,106_0,Hitmonlee,Hitmonlee,1,1.5,49.8,Fighting,,Limber,Reckless,Unburden,Brown,100.0,0.0,0,25,Human-Like,,45,159,1000000,Ordinary,,,50,120,53,35,110,87,455,0,2,0,0,0,0
143,107,107_0,Hitmonchan,Hitmonchan,1,1.4,50.2,Fighting,,Keen Eye,Iron Fist,Inner Focus,Brown,100.0,0.0,0,25,Human-Like,,45,159,1000000,Ordinary,,,50,105,79,35,110,76,455,0,0,0,0,2,0
144,108,108_0,Lickitung,Lickitung,1,1.2,65.5,Normal,,Own Tempo,Oblivious,Cloud Nine,Pink,50.0,50.0,0,20,Monster,,45,77,1000000,Ordinary,,,90,55,75,60,75,30,385,2,0,0,0,0,0
145,109,109_0,Koffing,Koffing,1,0.6,1.0,Poison,,Levitate,Neutralizing Gas,Stench,Purple,50.0,50.0,0,20,Amorphous,,190,68,1000000,Ordinary,,,40,65,95,60,45,35,340,0,0,1,0,0,0
146,110,110_0,Weezing,Weezing,1,1.2,9.5,Poison,,Levitate,Neutralizing Gas,Stench,Purple,50.0,50.0,0,20,Amorphous,,60,172,1000000,Ordinary,,,65,90,120,85,70,60,490,0,0,2,0,0,0
147,110,110_1,Weezing,Galarian Weezing,8,3.0,16.0,Poison,Fairy,Levitate,Neutralizing Gas,Misty Surge,Gray,50.0,50.0,0,20,Amorphous,,60,172,1000000,Ordinary,,Galarian,65,90,120,85,70,60,490,0,0,2,0,0,0
148,111,111_0,Rhyhorn,Rhyhorn,1,1.0,115.0,Ground,Rock,Lightning Rod,Rock Head,Reckless,Gray,50.0,50.0,0,20,Monster,Ground,120,69,1250000,Ordinary,,,80,85,95,30,30,25,345,0,0,1,0,0,0
149,112,112_0,Rhydon,Rhydon,1,1.9,120.0,Ground,Rock,Lightning Rod,Rock Head,Reckless,Gray,50.0,50.0,0,20,Monster,Ground,60,170,1250000,Ordinary,,,105,130,120,45,45,40,485,0,2,0,0,0,0
150,113,113_0,Chansey,Chansey,1,1.1,34.6,Normal,,Natural Cure,Serene Grace,Healer,Pink,0.0,100.0,0,40,Fairy,,30,395,800000,Ordinary,,,250,5,5,35,105,50,450,2,0,0,0,0,0
151,114,114_0,Tangela,Tangela,1,1.0,35.0,Grass,,Chlorophyll,Leaf Guard,Regenerator,Blue,50.0,50.0,0,20,Grass,,45,87,1000000,Ordinary,,,65,55,115,100,40,60,435,0,0,1,0,0,0
152,115,115_0,Kangaskhan,Kangaskhan,1,2.2,80.0,Normal,,Early Bird,Scrappy,Inner Focus,Brown,0.0,100.0,0,20,Monster,,45,172,1000000,Ordinary,,,105,95,80,40,80,90,490,2,0,0,0,0,0
153,115,115_1,Kangaskhan,Mega Kangaskhan,1,2.2,100.0,Normal,,Parental Bond,,,Brown,0.0,100.0,0,20,Monster,,45,207,1000000,Ordinary,Mega,,105,125,100,60,100,100,590,2,0,0,0,0,0
154,116,116_0,Horsea,Horsea,1,0.4,8.0,Water,,Swift Swim,Sniper,Damp,Blue,50.0,50.0,0,20,Water1,Dragon,225,59,1000000,Ordinary,,,30,40,70,70,25,60,295,0,0,0,1,0,0
155,117,117_0,Seadra,Seadra,1,1.2,25.0,Water,,Poison Point,Sniper,Damp,Blue,50.0,50.0,0,20,Water1,Dragon,75,154,1000000,Ordinary,,,55,65,95,95,45,85,440,0,0,1,1,0,0
156,118,118_0,Goldeen,Goldeen,1,0.6,15.0,Water,,Swift Swim,Water Veil,Lightning Rod,Red,50.0,50.0,0,20,Water2,,225,64,1000000,Ordinary,,,45,67,60,35,50,63,320,0,1,0,0,0,0
157,119,119_0,Seaking,Seaking,1,1.3,39.0,Water,,Swift Swim,Water Veil,Lightning Rod,Red,50.0,50.0,0,20,Water2,,60,158,1000000,Ordinary,,,80,92,65,65,80,68,450,0,2,0,0,0,0
158,120,120_0,Staryu,Staryu,1,0.8,34.5,Water,,Illuminate,Natural Cure,Analytic,Brown,0.0,0.0,100,20,Water3,,225,68,1250000,Ordinary,,,30,45,55,70,55,85,340,0,0,0,0,0,1
159,121,121_0,Starmie,Starmie,1,1.1,80.0,Water,Psychic,Illuminate,Natural Cure,Analytic,Purple,0.0,0.0,100,20,Water3,,60,182,1250000,Ordinary,,,60,75,85,100,85,115,520,0,0,0,0,0,2
160,122,122_0,Mr. Mime,Mr. Mime,1,1.3,54.5,Psychic,Fairy,Soundproof,Filter,Technician,Pink,50.0,50.0,0,25,Human-Like,,45,161,1000000,Ordinary,,,40,45,65,100,120,90,460,0,0,0,0,2,0
161,122,122_1,Mr. Mime,Galarian Mr. Mime,8,1.4,56.8,Ice,Psychic,Vital Spirit,Screen Cleaner,Ice Body,White,50.0,50.0,0,25,Human-Like,,45,161,1000000,Ordinary,,Galarian,50,65,65,90,90,100,460,0,0,0,0,0,2
162,123,123_0,Scyther,Scyther,1,1.5,56.0,Bug,Flying,Swarm,Technician,Steadfast,Green,50.0,50.0,0,25,Bug,,45,100,1000000,Ordinary,,,70,110,80,55,80,105,500,0,1,0,0,0,0
163,124,124_0,Jynx,Jynx,1,1.4,40.6,Ice,Psychic,Oblivious,Forewarn,Dry Skin,Red,0.0,100.0,0,25,Human-Like,,45,159,1000000,Ordinary,,,65,50,35,115,95,95,455,0,0,0,2,0,0
164,125,125_0,Electabuzz,Electabuzz,1,1.1,30.0,Electric,,Static,,Vital Spirit,Yellow,75.0,25.0,0,25,Human-Like,,45,172,1000000,Ordinary,,,65,83,57,95,85,105,490,0,0,0,0,0,2
165,126,126_0,Magmar,Magmar,1,1.3,44.5,Fire,,Flame Body,,Vital Spirit,Red,75.0,25.0,0,25,Human-Like,,45,173,1000000,Ordinary,,,65,95,57,100,85,93,495,0,0,0,2,0,0
166,127,127_0,Pinsir,Pinsir,1,1.5,55.0,Bug,,Hyper Cutter,Mold Breaker,Moxie,Brown,50.0,50.0,0,25,Bug,,45,175,1250000,Ordinary,,,65,125,100,55,70,85,500,0,2,0,0,0,0
167,127,127_1,Pinsir,Mega Pinsir,1,1.7,59.0,Bug,Flying,Aerilate,,,Brown,50.0,50.0,0,25,Bug,,45,210,1250000,Ordinary,Mega,,65,155,120,65,90,105,600,0,2,0,0,0,0
168,128,128_0,Tauros,Tauros,1,1.4,88.4,Normal,,Intimidate,Anger Point,Sheer Force,Brown,100.0,0.0,0,20,Ground,,45,172,1250000,Ordinary,,,75,100,95,40,70,110,490,0,1,0,0,0,1
169,128,128_1,Tauros,Paldean Tauros Combat Breed,1,1.4,115.0,Fighting,,Intimidate,Anger Point,Cud Chew,Brown,100.0,0.0,0,20,Ground,,45,172,1250000,Ordinary,,,75,110,105,30,70,100,490,0,2,0,0,0,0
170,128,128_2,Tauros,Paldean Tauros Blaze Breed,9,1.4,85.0,Fighting,Fire,Intimidate,Anger Point,Cud Chew,Brown,100.0,0.0,0,20,Ground,,45,172,1250000,Ordinary,,Paldean,75,110,105,30,70,100,490,0,2,0,0,0,0
171,128,128_3,Tauros,Paldean Tauros Aqua Breed,9,1.4,110.0,Fighting,Water,Intimidate,Anger Point,Cud Chew,Brown,100.0,0.0,0,20,Ground,,45,172,1250000,Ordinary,,Paldean,75,110,105,30,70,100,490,0,2,0,0,0,0
172,129,129_0,Magikarp,Magikarp,1,0.9,10.0,Water,,Swift Swim,,Rattled,Red,50.0,50.0,0,5,Water2,Dragon,255,40,1250000,Ordinary,,,20,10,55,15,20,80,200,0,0,0,0,0,1
173,130,130_0,Gyarados,Gyarados,1,6.5,235.0,Water,Flying,Intimidate,,Moxie,Blue,50.0,50.0,0,5,Water2,Dragon,45,189,1250000,Ordinary,,,95,125,79,60,100,81,540,0,2,0,0,0,0
174,130,130_1,Gyarados,Mega Gyarados,1,6.5,305.0,Water,Dark,Mold Breaker,,,Blue,50.0,50.0,0,5,Water2,Dragon,45,224,1250000,Ordinary,Mega,,95,155,109,70,130,81,640,0,2,0,0,0,0
175,131,131_0,Lapras,Lapras,1,2.5,220.0,Water,Ice,Water Absorb,Shell Armor,Hydration,Blue,50.0,50.0,0,40,Monster,Water1,45,187,1250000,Ordinary,,,130,85,80,85,95,60,535,2,0,0,0,0,0
176,132,132_0,Ditto,Ditto,1,0.3,4.0,Normal,,Limber,,Imposter,Purple,0.0,0.0,100,20,Ditto,,35,101,1000000,Ordinary,,,48,48,48,48,48,48,288,1,0,0,0,0,0
177,133,133_0,Eevee,Eevee,1,0.3,6.5,Normal,,Run Away,Adaptability,Anticipation,Brown,87.5,12.5,0,35,Ground,,45,65,1000000,Ordinary,,,55,55,50,45,65,55,325,0,0,0,0,1,0
178,134,134_0,Vaporeon,Vaporeon,1,1.0,29.0,Water,,Water Absorb,,Hydration,Blue,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,,,130,65,60,110,95,65,525,2,0,0,0,0,0
179,135,135_0,Jolteon,Jolteon,1,0.8,24.5,Electric,,Volt Absorb,,Quick Feet,Yellow,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,,,65,65,60,110,95,130,525,0,0,0,0,0,2
180,136,136_0,Flareon,Flareon,1,0.9,25.0,Fire,,Flash Fire,,Guts,Red,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,,,65,130,60,95,110,65,525,0,2,0,0,0,0
181,137,137_0,Porygon,Porygon,1,0.8,36.5,Normal,,Trace,Download,Analytic,Pink,0.0,0.0,100,20,Mineral,,45,79,1000000,Ordinary,,,65,60,70,85,75,40,395,0,0,0,1,0,0
182,138,138_0,Omanyte,Omanyte,1,0.4,7.5,Rock,Water,Swift Swim,Shell Armor,Weak Armor,Blue,87.5,12.5,0,30,Water1,Water3,45,71,1000000,Ordinary,,,35,40,100,90,55,35,355,0,0,1,0,0,0
183,139,139_0,Omastar,Omastar,1,1.0,35.0,Rock,Water,Swift Swim,Shell Armor,Weak Armor,Blue,87.5,12.5,0,30,Water1,Water3,45,173,1000000,Ordinary,,,70,60,125,115,70,55,495,0,0,2,0,0,0
184,140,140_0,Kabuto,Kabuto,1,0.5,11.5,Rock,Water,Swift Swim,Battle Armor,Weak Armor,Brown,87.5,12.5,0,30,Water1,Water3,45,71,1000000,Ordinary,,,30,80,90,55,45,55,355,0,0,1,0,0,0
185,141,141_0,Kabutops,Kabutops,1,1.3,40.5,Rock,Water,Swift Swim,Battle Armor,Weak Armor,Brown,87.5,12.5,0,30,Water1,Water3,45,173,1000000,Ordinary,,,60,115,105,65,70,80,495,0,2,0,0,0,0
186,142,142_0,Aerodactyl,Aerodactyl,1,1.8,59.0,Rock,Flying,Rock Head,Pressure,Unnerve,Purple,87.5,12.5,0,35,Flying,,45,180,1250000,Ordinary,,,80,105,65,60,75,130,515,0,0,0,0,0,2
187,142,142_1,Aerodactyl,Mega Aerodactyl,1,2.1,79.0,Rock,Flying,Tough Claws,,,Purple,87.5,12.5,0,35,Flying,,45,215,1250000,Ordinary,Mega,,80,135,85,70,95,150,615,0,0,0,0,0,2
188,143,143_0,Snorlax,Snorlax,1,2.1,460.0,Normal,,Immunity,Thick Fat,Gluttony,Black,87.5,12.5,0,40,Monster,,25,189,1250000,Ordinary,,,160,110,65,65,110,30,540,2,0,0,0,0,0
189,144,144_0,Articuno,Articuno,1,1.7,55.4,Ice,Flying,Pressure,,Snow Cloak,Blue,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,90,85,100,95,125,85,580,0,0,0,0,3,0
190,144,144_1,Articuno,Galarian Articuno,8,1.7,50.9,Psychic,Flying,Competitive,,,Purple,0.0,0.0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,Galarian,90,85,85,125,100,95,580,0,0,0,3,0,0
191,145,145_0,Zapdos,Zapdos,1,1.6,52.6,Electric,Flying,Pressure,,Static,Yellow,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,90,90,85,125,90,100,580,0,0,0,3,0,0
192,145,145_1,Zapdos,Galarian Zapdos,8,1.6,58.2,Fighting,Flying,Defiant,,,Yellow,0.0,0.0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,Galarian,90,125,90,85,90,100,580,0,3,0,0,0,0
193,146,146_0,Moltres,Moltres,1,2.0,60.0,Fire,Flying,Pressure,,Flame Body,Yellow,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,90,100,90,125,85,90,580,0,0,0,3,0,0
194,146,146_1,Moltres,Galarian Moltres,8,2.0,66.0,Dark,Flying,Berserk,,,Red,0.0,0.0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,Galarian,90,85,90,100,125,90,580,0,0,0,0,3,0
195,147,147_0,Dratini,Dratini,1,1.8,3.3,Dragon,,Shed Skin,,Marvel Scale,Blue,50.0,50.0,0,40,Water1,Dragon,45,60,1250000,Ordinary,,,41,64,45,50,50,50,300,0,1,0,0,0,0
196,148,148_0,Dragonair,Dragonair,1,4.0,16.5,Dragon,,Shed Skin,,Marvel Scale,Blue,50.0,50.0,0,40,Water1,Dragon,45,147,1250000,Ordinary,,,61,84,65,70,70,70,420,0,2,0,0,0,0
197,149,149_0,Dragonite,Dragonite,1,2.2,210.0,Dragon,Flying,Inner Focus,,Multiscale,Brown,50.0,50.0,0,40,Water1,Dragon,45,300,1250000,Ordinary,,,91,134,95,100,100,80,600,0,3,0,0,0,0
198,150,150_0,Mewtwo,Mewtwo,1,2.0,122.0,Psychic,,Pressure,,Unnerve,Purple,0.0,0.0,100,120,Undiscovered,,3,340,1250000,Legendary,,,106,110,90,154,90,130,680,0,0,0,3,0,0
199,150,150_1,Mewtwo,Mega Mewtwo X,1,2.3,127.0,Psychic,Fighting,Steadfast,,,Purple,0.0,0.0,100,120,Undiscovered,,3,351,1250000,Legendary,Mega,,106,190,100,154,100,130,780,0,0,0,3,0,0
200,150,150_2,Mewtwo,Mega Mewtwo Y,1,1.5,33.0,Psychic,,Insomnia,,,Purple,0.0,0.0,100,120,Undiscovered,,3,351,1250000,Legendary,Mega,,106,150,70,194,120,140,780,0,0,0,3,0,0
201,151,151_0,Mew,Mew,1,0.4,4.0,Psychic,,Synchronize,,,Pink,0.0,0.0,100,120,Undiscovered,,45,300,1059860,Mythical,,,100,100,100,100,100,100,600,3,0,0,0,0,0
202,152,152_0,Chikorita,Chikorita,2,0.9,6.4,Grass,,Overgrow,,Leaf Guard,Green,87.5,12.5,0,20,Monster,Grass,45,64,1059860,Ordinary,,,45,49,65,49,65,45,318,0,0,0,0,1,0
203,153,153_0,Bayleef,Bayleef,2,1.2,15.8,Grass,,Overgrow,,Leaf Guard,Green,87.5,12.5,0,20,Monster,Grass,45,142,1059860,Ordinary,,,60,62,80,63,80,60,405,0,0,1,0,1,0
204,154,154_0,Meganium,Meganium,2,1.8,100.5,Grass,,Overgrow,,Leaf Guard,Green,87.5,12.5,0,20,Monster,Grass,45,263,1059860,Ordinary,,,80,82,100,83,100,80,525,0,0,1,0,2,0
205,155,155_0,Cyndaquil,Cyndaquil,2,0.5,7.9,Fire,,Blaze,,Flash Fire,Yellow,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,,,39,52,43,60,50,65,309,0,0,0,0,0,1
206,156,156_0,Quilava,Quilava,2,0.9,19.0,Fire,,Blaze,,Flash Fire,Yellow,87.5,12.5,0,20,Ground,,45,142,1059860,Ordinary,,,58,64,58,80,65,80,405,0,0,0,1,0,1
207,157,157_0,Typhlosion,Typhlosion,2,1.7,79.5,Fire,,Blaze,,Flash Fire,Yellow,87.5,12.5,0,20,Ground,,45,267,1059860,Ordinary,,,78,84,78,109,85,100,534,0,0,0,3,0,0
208,157,157_1,Typhlosion,Hisuian Typhlosion,8,1.6,69.8,Fire,Ghost,Blaze,,Frisk,Yellow,87.5,12.5,0,20,Ground,,45,267,1059860,Ordinary,,Hisuian,73,84,78,119,85,95,534,0,0,0,3,0,0
209,158,158_0,Totodile,Totodile,2,0.6,9.5,Water,,Torrent,,Sheer Force,Blue,87.5,12.5,0,20,Monster,Water1,45,63,1059860,Ordinary,,,50,65,64,44,48,43,314,0,1,0,0,0,0
210,159,159_0,Croconaw,Croconaw,2,1.1,25.0,Water,,Torrent,,Sheer Force,Blue,87.5,12.5,0,20,Monster,Water1,45,142,1059860,Ordinary,,,65,80,80,59,63,58,405,0,1,1,0,0,0
211,160,160_0,Feraligatr,Feraligatr,2,2.3,88.8,Water,,Torrent,,Sheer Force,Blue,87.5,12.5,0,20,Monster,Water1,45,265,1059860,Ordinary,,,85,105,100,79,83,78,530,0,2,1,0,0,0
212,161,161_0,Sentret,Sentret,2,0.8,6.0,Normal,,Run Away,Keen Eye,Frisk,Brown,50.0,50.0,0,15,Ground,,255,43,1000000,Ordinary,,,35,46,34,35,45,20,215,0,1,0,0,0,0
213,162,162_0,Furret,Furret,2,1.8,32.5,Normal,,Run Away,Keen Eye,Frisk,Brown,50.0,50.0,0,15,Ground,,90,145,1000000,Ordinary,,,85,76,64,45,55,90,415,0,0,0,0,0,2
214,163,163_0,Hoothoot,Hoothoot,2,0.7,21.2,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Brown,50.0,50.0,0,15,Flying,,255,52,1000000,Ordinary,,,60,30,30,36,56,50,262,1,0,0,0,0,0
215,164,164_0,Noctowl,Noctowl,2,1.6,40.8,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Brown,50.0,50.0,0,15,Flying,,90,158,1000000,Ordinary,,,100,50,50,86,96,70,452,2,0,0,0,0,0
216,165,165_0,Ledyba,Ledyba,2,1.0,10.8,Bug,Flying,Swarm,Early Bird,Rattled,Red,50.0,50.0,0,15,Bug,,255,53,800000,Ordinary,,,40,20,30,40,80,55,265,0,0,0,0,1,0
217,166,166_0,Ledian,Ledian,2,1.4,35.6,Bug,Flying,Swarm,Early Bird,Iron Fist,Red,50.0,50.0,0,15,Bug,,90,137,800000,Ordinary,,,55,35,50,55,110,85,390,0,0,0,0,2,0
218,167,167_0,Spinarak,Spinarak,2,0.5,8.5,Bug,Poison,Swarm,Insomnia,Sniper,Green,50.0,50.0,0,15,Bug,,255,50,800000,Ordinary,,,40,60,40,40,40,30,250,0,1,0,0,0,0
219,168,168_0,Ariados,Ariados,2,1.1,33.5,Bug,Poison,Swarm,Insomnia,Sniper,Red,50.0,50.0,0,15,Bug,,90,140,800000,Ordinary,,,70,90,70,60,70,40,400,0,2,0,0,0,0
220,169,169_0,Crobat,Crobat,2,1.8,75.0,Poison,Flying,Inner Focus,,Infiltrator,Purple,50.0,50.0,0,15,Flying,,90,268,1000000,Ordinary,,,85,90,80,70,80,130,535,0,0,0,0,0,3
221,170,170_0,Chinchou,Chinchou,2,0.5,12.0,Water,Electric,Volt Absorb,Illuminate,Water Absorb,Blue,50.0,50.0,0,20,Water2,,190,66,1250000,Ordinary,,,75,38,38,56,56,67,330,1,0,0,0,0,0
222,171,171_0,Lanturn,Lanturn,2,1.2,22.5,Water,Electric,Volt Absorb,Illuminate,Water Absorb,Blue,50.0,50.0,0,20,Water2,,75,161,1250000,Ordinary,,,125,58,58,76,76,67,460,2,0,0,0,0,0
223,172,172_0,Pichu,Pichu,2,0.3,2.0,Electric,,Static,,Lightning Rod,Yellow,50.0,50.0,0,10,Undiscovered,,190,41,1000000,Ordinary,,,20,40,15,35,35,60,205,0,0,0,0,0,1
224,173,173_0,Cleffa,Cleffa,2,0.3,3.0,Fairy,,Cute Charm,Magic Guard,Friend Guard,Pink,25.0,75.0,0,10,Undiscovered,,150,44,800000,Ordinary,,,50,25,28,45,55,15,218,0,0,0,0,1,0
225,174,174_0,Igglybuff,Igglybuff,2,0.3,1.0,Normal,Fairy,Cute Charm,Competitive,Friend Guard,Pink,25.0,75.0,0,10,Undiscovered,,170,42,800000,Ordinary,,,90,30,15,40,20,15,210,1,0,0,0,0,0
226,175,175_0,Togepi,Togepi,2,0.3,1.5,Fairy,,Hustle,Serene Grace,Super Luck,White,87.5,12.5,0,10,Undiscovered,,190,49,800000,Ordinary,,,35,20,65,40,65,20,245,0,0,0,0,1,0
227,176,176_0,Togetic,Togetic,2,0.6,3.2,Fairy,Flying,Hustle,Serene Grace,Super Luck,White,87.5,12.5,0,10,Flying,Fairy,75,142,800000,Ordinary,,,55,40,85,80,105,40,405,0,0,0,0,2,0
228,177,177_0,Natu,Natu,2,0.2,2.0,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,Green,50.0,50.0,0,20,Flying,,190,64,1000000,Ordinary,,,40,50,45,70,45,70,320,0,0,0,1,0,0
229,178,178_0,Xatu,Xatu,2,1.5,15.0,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,Green,50.0,50.0,0,20,Flying,,75,165,1000000,Ordinary,,,65,75,70,95,70,95,470,0,0,0,1,0,1
