,No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Egg_Group1,Egg_Group2,Category,Region_Form,is_mega
773,642,642_0,Thundurus,Thundurus Incarnate Form,5,1.5,61.0,Electric,Flying,Prankster,,Defiant,Blue,Undiscovered,,Semi-Legendary,,False
774,642,642_1,Thundurus,Thundurus Therian Form,5,3.0,61.0,Electric,Flying,Volt Absorb,,,Blue,Undiscovered,,Semi-Legendary,,False
775,643,643_0,Reshiram,Reshiram,5,3.2,330.0,Dragon,Fire,Turboblaze,,,White,Undiscovered,,Legendary,,False
776,644,644_0,Zekrom,Zekrom,5,2.9,345.0,Dragon,Electric,Teravolt,,,Black,Undiscovered,,Legendary,,False
777,645,645_0,Landorus,Landorus Incarnate Form,5,1.5,68.0,Ground,Flying,Sand Force,,Sheer Force,Brown,Undiscovered,,Semi-Legendary,,False
778,645,645_1,Landorus,Landorus Therian Form,5,1.3,68.0,Ground,Flying,Intimidate,,,Brown,Undiscovered,,Semi-Legendary,,False
779,646,646_0,Kyurem,Kyurem,5,3.0,325.0,Dragon,Ice,Pressure,,,Gray,Undiscovered,,Legendary,,False
780,646,646_1,Kyurem,White Kyurem,5,3.6,325.0,Dragon,Ice,Turboblaze,,,Gray,Undiscovered,,Legendary,,False
781,646,646_2,Kyurem,Black Kyurem,5,3.3,325.0,Dragon,Ice,Teravolt,,,Gray,Undiscovered,,Legendary,,False
782,647,647_0,Keldeo,Keldeo Ordinary Form,5,1.4,48.5,Water,Fighting,Justified,,,Yellow,Undiscovered,,Mythical,,False
783,647,647_1,Keldeo,Keldeo Resolute Form,5,1.4,48.5,Water,Fighting,Justified,,,Yellow,Undiscovered,,Mythical,,False
784,648,648_0,Meloetta,Meloetta Aria Form,5,0.6,6.5,Normal,Psychic,Serene Grace,,,White,Undiscovered,,Mythical,,False
785,648,648_1,Meloetta,Meloetta Pirouette Form,5,0.6,6.5,Normal,Fighting,Serene Grace,,,White,Undiscovered,,Mythical,,False
786,649,649_0,Genesect,Genesect,5,1.5,82.5,Bug,Steel,Download,,,Purple,Undiscovered,,Mythical,,False
787,650,650_0,Chespin,Chespin,6,0.4,9.0,Grass,,Overgrow,,Bulletproof,Green,Ground,,Ordinary,,False
788,651,651_0,Quilladin,Quilladin,6,0.7,29.0,Grass,,Overgrow,,Bulletproof,Green,Ground,,Ordinary,,False
789,652,652_0,Chesnaught,Chesnaught,6,1.6,90.0,Grass,Fighting,Overgrow,,Bulletproof,Green,Ground,,Ordinary,,False
790,653,653_0,Fennekin,Fennekin,6,0.4,9.4,Fire,,Blaze,,Magician,Red,Ground,,Ordinary,,False
791,654,654_0,Braixen,Braixen,6,1.0,14.5,Fire,,Blaze,,Magician,Red,Ground,,Ordinary,,False
792,655,655_0,Delphox,Delphox,6,1.5,39.0,Fire,Psychic,Blaze,,Magician,Red,Ground,,Ordinary,,False
793,656,656_0,Froakie,Froakie,6,0.3,7.0,Water,,Torrent,,Protean,Blue,Water1,,Ordinary,,False
794,657,657_0,Frogadier,Frogadier,6,0.6,10.9,Water,,Torrent,,Protean,Blue,Water1,,Ordinary,,False
795,658,658_0,Greninja,Greninja,6,1.5,40.0,Water,Dark,Torrent,,Protean,Blue,Water1,,Ordinary,,False
796,658,658_1,Greninja,Ash Greninja,6,1.5,40.0,Water,Dark,Battle Bond,,,Blue,Undiscovered,,Ordinary,,False
797,659,659_0,Bunnelby,Bunnelby,6,0.4,5.0,Normal,,Pickup,Cheek Pouch,Huge Power,Brown,Ground,,Ordinary,,False
798,660,660_0,Diggersby,Diggersby,6,1.0,42.4,Normal,Ground,Pickup,Cheek Pouch,Huge Power,Brown,Ground,,Ordinary,,False
799,661,661_0,Fletchling,Fletchling,6,0.3,1.7,Normal,Flying,Big Pecks,,Gale Wings,Red,Flying,,Ordinary,,False
800,662,662_0,Fletchinder,Fletchinder,6,0.7,16.0,Fire,Flying,Flame Body,,Gale Wings,Red,Flying,,Ordinary,,False
801,663,663_0,Talonflame,Talonflame,6,1.2,24.5,Fire,Flying,Flame Body,,Gale Wings,Red,Flying,,Ordinary,,False
802,664,664_0,Scatterbug,Scatterbug,6,0.3,2.5,Bug,,Shield Dust,Compound Eyes,Friend Guard,Black,Bug,,Ordinary,,False
803,665,665_0,Spewpa,Spewpa,6,0.3,8.4,Bug,,Shed Skin,,Friend Guard,Black,Bug,,Ordinary,,False
804,666,666_0,Vivillon,Vivillon,6,1.2,17.0,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,White,Bug,,Ordinary,,False
805,667,667_0,Litleo,Litleo,6,0.6,13.5,Fire,Normal,Rivalry,Unnerve,Moxie,Brown,Ground,,Ordinary,,False
806,668,668_0,Pyroar,Pyroar,6,1.5,81.5,Fire,Normal,Rivalry,Unnerve,Moxie,Brown,Ground,,Ordinary,,False
807,669,669_0,Flabebe,Flabebe,6,0.1,0.1,Fairy,,Flower Veil,,Symbiosis,White,Fairy,,Ordinary,,False
808,670,670_0,Floette,Floette,6,0.2,0.9,Fairy,,Flower Veil,,Symbiosis,White,Fairy,,Ordinary,,False
809,671,671_0,Florges,Florges,6,1.1,10.0,Fairy,,Flower Veil,,Symbiosis,White,Fairy,,Ordinary,,False
810,672,672_0,Skiddo,Skiddo,6,0.9,31.0,Grass,,Sap Sipper,,Grass Pelt,Brown,Ground,,Ordinary,,False
811,673,673_0,Gogoat,Gogoat,6,1.7,91.0,Grass,,Sap Sipper,,Grass Pelt,Brown,Ground,,Ordinary,,False
812,674,674_0,Pancham,Pancham,6,0.6,8.0,Fighting,,Iron Fist,Mold Breaker,Scrappy,White,Ground,Human-Like,Ordinary,,False
813,675,675_0,Pangoro,Pangoro,6,2.1,136.0,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,White,Ground,Human-Like,Ordinary,,False
814,676,676_0,Furfrou,Furfrou,6,1.2,28.0,Normal,,Fur Coat,,,White,Ground,,Ordinary,,False
815,677,677_0,Espurr,Espurr,6,0.3,3.5,Psychic,,Keen Eye,Infiltrator,Own Tempo,Gray,Ground,,Ordinary,,False
816,678,678_0,Meowstic,Meowstic Male,6,0.6,8.5,Psychic,,Keen Eye,Infiltrator,Prankster,Blue,Ground,,Ordinary,,False
817,678,678_1,Meowstic,Meowstic Female,6,0.6,8.5,Psychic,,Keen Eye,Infiltrator,Competitive,White,Ground,,Ordinary,,False
818,679,679_0,Honedge,Honedge,6,0.8,2.0,Steel,Ghost,No Guard,,,Brown,Mineral,,Ordinary,,False
819,680,680_0,Doublade,Doublade,6,0.8,4.5,Steel,Ghost,No Guard,,,Brown,Mineral,,Ordinary,,False
820,681,681_0,Aegislash,Aegislash Shield Form,6,1.7,53.0,Steel,Ghost,Stance Change,,,Brown,Mineral,,Ordinary,,False
821,681,681_1,Aegislash,Aegislash Blade Form,6,1.7,53.0,Steel,Ghost,Stance Change,,,Brown,Mineral,,Ordinary,,False
822,682,682_0,Spritzee,Spritzee,6,0.2,0.5,Fairy,,Healer,,Aroma Veil,Pink,Fairy,,Ordinary,,False
823,683,683_0,Aromatisse,Aromatisse,6,0.8,15.5,Fairy,,Healer,,Aroma Veil,Pink,Fairy,,Ordinary,,False
824,684,684_0,Swirlix,Swirlix,6,0.4,3.5,Fairy,,Sweet Veil,,Unburden,White,Fairy,,Ordinary,,False
825,685,685_0,Slurpuff,Slurpuff,6,0.8,5.0,Fairy,,Sweet Veil,,Unburden,White,Fairy,,Ordinary,,False
826,686,686_0,Inkay,Inkay,6,0.4,3.5,Dark,Psychic,Contrary,Suction Cups,Infiltrator,Blue,Water1,Water2,Ordinary,,False
827,687,687_0,Malamar,Malamar,6,1.5,47.0,Dark,Psychic,Contrary,Suction Cups,Infiltrator,Blue,Water1,Water2,Ordinary,,False
828,688,688_0,Binacle,Binacle,6,0.5,31.0,Rock,Water,Tough Claws,Sniper,Pickpocket,Brown,Water3,,Ordinary,,False
829,689,689_0,Barbaracle,Barbaracle,6,1.3,96.0,Rock,Water,Tough Claws,Sniper,Pickpocket,Brown,Water3,,Ordinary,,False
830,690,690_0,Skrelp,Skrelp,6,0.5,7.3,Poison,Water,Poison Point,Poison Touch,Adaptability,Brown,Water1,Dragon,Ordinary,,False
831,691,691_0,Dragalge,Dragalge,6,1.8,81.5,Poison,Dragon,Poison Point,Poison Touch,Adaptability,Brown,Water1,Dragon,Ordinary,,False
832,692,692_0,Clauncher,Clauncher,6,0.5,8.3,Water,,Mega Launcher,,,Blue,Water1,Water3,Ordinary,,False
833,693,693_0,Clawitzer,Clawitzer,6,1.3,35.3,Water,,Mega Launcher,,,Blue,Water1,Water3,Ordinary,,False
834,694,694_0,Helioptile,Helioptile,6,0.5,6.0,Electric,Normal,Dry Skin,Sand Veil,Solar Power,Yellow,Monster,Dragon,Ordinary,,False
835,695,695_0,Heliolisk,Heliolisk,6,1.0,21.0,Electric,Normal,Dry Skin,Sand Veil,Solar Power,Yellow,Monster,Dragon,Ordinary,,False
836,696,696_0,Tyrunt,Tyrunt,6,0.8,26.0,Rock,Dragon,Strong Jaw,,Sturdy,Brown,Monster,Dragon,Ordinary,,False
837,697,697_0,Tyrantrum,Tyrantrum,6,2.5,270.0,Rock,Dragon,Strong Jaw,,Rock Head,Red,Monster,Dragon,Ordinary,,False
838,698,698_0,Amaura,Amaura,6,1.3,25.2,Rock,Ice,Refrigerate,,Snow Warning,Blue,Monster,,Ordinary,,False
839,699,699_0,Aurorus,Aurorus,6,2.7,225.0,Rock,Ice,Refrigerate,,Snow Warning,Blue,Monster,,Ordinary,,False
840,700,700_0,Sylveon,Sylveon,6,1.0,23.5,Fairy,,Cute Charm,,Pixilate,Pink,Ground,,Ordinary,,False
841,701,701_0,Hawlucha,Hawlucha,6,0.8,21.5,Fighting,Flying,Limber,Unburden,Mold Breaker,Green,Flying,Human-Like,Ordinary,,False
842,702,702_0,Dedenne,Dedenne,6,0.2,2.2,Electric,Fairy,Cheek Pouch,Pickup,Plus,Yellow,Ground,Fairy,Ordinary,,False
843,703,703_0,Carbink,Carbink,6,0.3,5.7,Rock,Fairy,Clear Body,,Sturdy,Gray,Fairy,Mineral,Ordinary,,False
844,704,704_0,Goomy,Goomy,6,0.3,2.8,Dragon,,Sap Sipper,Hydration,Gooey,Purple,Dragon,,Ordinary,,False
845,705,705_0,Sliggoo,Sliggoo,6,0.8,17.5,Dragon,,Sap Sipper,Hydration,Gooey,Purple,Dragon,,Ordinary,,False
846,705,705_1,Sliggoo,Hisuian Sliggoo,8,0.7,68.5,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,Purple,Dragon,,Ordinary,Hisuian,False
847,706,706_0,Goodra,Goodra,6,2.0,150.5,Dragon,,Sap Sipper,Hydration,Gooey,Purple,Dragon,,Ordinary,,False
848,706,706_1,Goodra,Hisuian Goodra,8,1.7,334.1,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,Purple,Dragon,,Ordinary,Hisuian,False
849,707,707_0,Klefki,Klefki,6,0.2,3.0,Steel,Fairy,Prankster,,Magician,Gray,Mineral,,Ordinary,,False
850,708,708_0,Phantump,Phantump,6,0.4,7.0,Ghost,Grass,Natural Cure,Frisk,Harvest,Brown,Grass,Amorphous,Ordinary,,False
851,709,709_0,Trevenant,Trevenant,6,1.5,71.0,Ghost,Grass,Natural Cure,Frisk,Harvest,Brown,Grass,Amorphous,Ordinary,,False
852,710,710_0,Pumpkaboo,Pumpkaboo Small,6,0.4,5.0,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,Amorphous,,Ordinary,,False
853,710,710_1,Pumpkaboo,Pumpkaboo Average,6,0.3,3.5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,Amorphous,,Ordinary,,False
854,710,710_2,Pumpkaboo,Pumpkaboo Large,6,0.5,7.5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,Amorphous,,Ordinary,,False
855,710,710_3,Pumpkaboo,Pumpkaboo Super,6,0.8,15.0,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,Amorphous,,Ordinary,,False
856,711,711_0,Gourgeist,Gourgeist Small,6,0.9,12.5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,Amorphous,,Ordinary,,False
857,711,711_1,Gourgeist,Gourgeist Average,6,0.7,9.5,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,Amorphous,,Ordinary,,False
858,711,711_2,Gourgeist,Gourgeist Large,6,1.1,14.0,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,Amorphous,,Ordinary,,False
859,711,711_3,Gourgeist,Gourgeist Super,6,1.7,39.0,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,Amorphous,,Ordinary,,False
860,712,712_0,Bergmite,Bergmite,6,1.0,99.5,Ice,,Own Tempo,Ice Body,Sturdy,Blue,Monster,Mineral,Ordinary,,False
861,713,713_0,Avalugg,Avalugg,6,2.0,505.0,Ice,,Own Tempo,Ice Body,Sturdy,Blue,Monster,Mineral,Ordinary,,False
862,713,713_1,Avalugg,Hisuian Avalugg,8,1.4,262.4,Ice,Rock,Strong Jaw,Ice Body,Sturdy,Blue,Monster,Mineral,Ordinary,Hisuian,False
863,714,714_0,Noibat,Noibat,6,0.5,8.0,Flying,Dragon,Frisk,Infiltrator,Telepathy,Purple,Flying,Dragon,Ordinary,,False
864,715,715_0,Noivern,Noivern,6,1.5,85.0,Flying,Dragon,Frisk,Infiltrator,Telepathy,Purple,Flying,Dragon,Ordinary,,False
865,716,716_0,Xerneas,Xerneas,6,3.0,215.0,Fairy,,Fairy Aura,,,Blue,Undiscovered,,Legendary,,False
866,717,717_0,Yveltal,Yveltal,6,5.8,203.0,Dark,Flying,Dark Aura,,,Red,Undiscovered,,Legendary,,False
867,718,718_0,Zygarde,Zygarde 50% Form,6,5.0,305.0,Dragon,Ground,Aura Break,,,Green,Undiscovered,,Legendary,,False
868,718,718_1,Zygarde,Zygarde 10% Form,6,1.2,33.5,Dragon,Ground,Aura Break,,,Black,Undiscovered,,Legendary,,False
869,718,718_2,Zygarde,Zygarde Complete Form,6,4.5,610.0,Dragon,Ground,Power Construct,,,Black,Undiscovered,,Legendary,,False
870,719,719_0,Diancie,Diancie,6,0.7,8.8,Rock,Fairy,Clear Body,,,Pink,Undiscovered,,Mythical,,False
871,719,719_1,Diancie,Mega Diancie,6,1.1,27.8,Rock,Fairy,Magic Bounce,,,Pink,Undiscovered,,Mythical,,True
872,720,720_0,Hoopa,Confined Hoopa,6,0.5,9.0,Psychic,Ghost,Magician,,,Purple,Undiscovered,,Mythical,,False
873,720,720_1,Hoopa,Unbound Hoopa,6,6.5,490.0,Psychic,Dark,Magician,,,Purple,Undiscovered,,Mythical,,False
874,721,721_0,Volcanion,Volcanion,6,1.7,195.0,Fire,Water,Water Absorb,,,Brown,Undiscovered,,Mythical,,False
875,722,722_0,Rowlet,Rowlet,7,0.3,1.5,Grass,Flying,Overgrow,,Long Reach,Brown,Flying,,Ordinary,,False
876,723,723_0,Dartrix,Dartrix,7,0.7,16.0,Grass,Flying,Overgrow,,Long Reach,Brown,Flying,,Ordinary,,False
877,724,724_0,Decidueye,Decidueye,7,1.6,36.6,Grass,Ghost,Overgrow,,Long Reach,Brown,Flying,,Ordinary,,False
878,724,724_1,Decidueye,Hisuian Decidueye,8,1.6,37.0,Grass,Fighting,Overgrow,,Scrappy,Brown,Flying,,Ordinary,Hisuian,False
879,725,725_0,Litten,Litten,7,0.4,4.3,Fire,,Blaze,,Intimidate,Red,Ground,,Ordinary,,False
880,726,726_0,Torracat,Torracat,7,0.7,25.0,Fire,,Blaze,,Intimidate,Red,Ground,,Ordinary,,False
881,727,727_0,Incineroar,Incineroar,7,1.8,83.0,Fire,Dark,Blaze,,Intimidate,Red,Ground,,Ordinary,,False
882,728,728_0,Popplio,Popplio,7,0.4,7.5,Water,,Torrent,,Liquid Voice,Blue,Water1,Ground,Ordinary,,False
883,729,729_0,Brionne,Brionne,7,0.6,17.5,Water,,Torrent,,Liquid Voice,Blue,Water1,Ground,Ordinary,,False
884,730,730_0,Primarina,Primarina,7,1.8,44.0,Water,Fairy,Torrent,,Liquid Voice,Blue,Water1,Ground,Ordinary,,False
885,731,731_0,Pikipek,Pikipek,7,0.3,1.2,Normal,Flying,Keen Eye,Skill Link,Pickup,Black,Flying,,Ordinary,,False
886,732,732_0,Trumbeak,Trumbeak,7,0.6,14.8,Normal,Flying,Keen Eye,Skill Link,Pickup,Black,Flying,,Ordinary,,False
887,733,733_0,Toucannon,Toucannon,7,1.1,26.0,Normal,Flying,Keen Eye,Skill Link,Sheer Force,Black,Flying,,Ordinary,,False
888,734,734_0,Yungoos,Yungoos,7,0.4,6.0,Normal,,Stakeout,Strong Jaw,Adaptability,Brown,Ground,,Ordinary,,False
889,735,735_0,Gumshoos,Gumshoos,7,0.7,14.2,Normal,,Stakeout,Strong Jaw,Adaptability,Brown,Ground,,Ordinary,,False
890,736,736_0,Grubbin,Grubbin,7,0.4,4.4,Bug,,Swarm,,,Gray,Bug,,Ordinary,,False
891,737,737_0,Charjabug,Charjabug,7,0.5,10.5,Bug,Electric,Battery,,,Green,Bug,,Ordinary,,False
892,738,738_0,Vikavolt,Vikavolt,7,1.5,45.0,Bug,Electric,Levitate,,,Blue,Bug,,Ordinary,,False
893,739,739_0,Crabrawler,Crabrawler,7,0.6,7.0,Fighting,,Hyper Cutter,Iron Fist,Anger Point,Purple,Water3,,Ordinary,,False
894,740,740_0,Crabominable,Crabominable,7,1.7,180.0,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,White,Water3,,Ordinary,,False
895,741,741_0,Oricorio,Oricorio Baile Style,7,0.6,3.4,Fire,Flying,Dancer,,,Red,Flying,,Ordinary,,False
896,741,741_1,Oricorio,Oricorio Pom-Pom Style,7,0.6,3.4,Electric,Flying,Dancer,,,Yellow,Flying,,Ordinary,,False
897,741,741_2,Oricorio,Oricorio Pa'u Style,7,0.6,3.4,Psychic,Flying,Dancer,,,Pink,Flying,,Ordinary,,False
898,741,741_3,Oricorio,Oricorio Sensu Style,7,0.6,3.4,Ghost,Flying,Dancer,,,Purple,Flying,,Ordinary,,False
899,742,742_0,Cutiefly,Cutiefly,7,0.1,0.2,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,Yellow,Bug,Fairy,Ordinary,,False
900,743,743_0,Ribombee,Ribombee,7,0.2,0.5,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,Yellow,Bug,Fairy,Ordinary,,False
901,744,744_0,Rockruff,Rockruff,7,0.5,9.2,Rock,,Keen Eye,Vital Spirit,Steadfast,Brown,Ground,,Ordinary,,False
902,745,745_0,Lycanroc,Lycanroc Midday Form,7,0.8,25.0,Rock,,Keen Eye,Sand Rush,Steadfast,Brown,Ground,,Ordinary,,False
903,745,745_1,Lycanroc,Lycanroc Midnight Form,7,1.1,25.0,Rock,,Keen Eye,Vital Spirit,No Guard,Red,Ground,,Ordinary,,False
904,745,745_2,Lycanroc,Lycanroc Dusk Form,7,0.8,25.0,Rock,,Tough Claws,,,Brown,Ground,,Ordinary,,False
905,746,746_0,Wishiwashi,Wishiwashi Solo Form,7,0.2,0.3,Water,,Schooling,,,Blue,Water2,,Ordinary,,False
906,746,746_1,Wishiwashi,Wishiwashi School Form,7,8.2,78.6,Water,,Schooling,,,Blue,Water2,,Ordinary,,False
907,747,747_0,Mareanie,Mareanie,7,0.4,8.0,Poison,Water,Merciless,Limber,Regenerator,Blue,Water1,,Ordinary,,False
908,748,748_0,Toxapex,Toxapex,7,0.7,14.5,Poison,Water,Merciless,Limber,Regenerator,Blue,Water1,,Ordinary,,False
909,749,749_0,Mudbray,Mudbray,7,1.0,110.0,Ground,,Own Tempo,Stamina,Inner Focus,Brown,Ground,,Ordinary,,False
910,750,750_0,Mudsdale,Mudsdale,7,2.5,920.0,Ground,,Own Tempo,Stamina,Inner Focus,Brown,Ground,,Ordinary,,False
911,751,751_0,Dewpider,Dewpider,7,0.3,4.0,Water,Bug,Water Bubble,,Water Absorb,Green,Water1,Bug,Ordinary,,False
912,752,752_0,Araquanid,Araquanid,7,1.8,82.0,Water,Bug,Water Bubble,,Water Absorb,Green,Water1,Bug,Ordinary,,False
913,753,753_0,Fomantis,Fomantis,7,0.3,1.5,Grass,,Leaf Guard,,Contrary,Pink,Grass,,Ordinary,,False
914,754,754_0,Lurantis,Lurantis,7,0.9,18.5,Grass,,Leaf Guard,,Contrary,Pink,Grass,,Ordinary,,False
915,755,755_0,Morelull,Morelull,7,0.2,1.5,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,Purple,Grass,,Ordinary,,False
916,756,756_0,Shiinotic,Shiinotic,7,1.0,11.5,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,Purple,Grass,,Ordinary,,False
917,757,757_0,Salandit,Salandit,7,0.6,4.8,Poison,Fire,Corrosion,,Oblivious,Black,Monster,Dragon,Ordinary,,False
918,758,758_0,Salazzle,Salazzle,7,1.2,22.2,Poison,Fire,Corrosion,,Oblivious,Black,Monster,Dragon,Ordinary,,False
919,759,759_0,Stufful,Stufful,7,0.5,6.8,Normal,Fighting,Fluffy,Klutz,Cute Charm,Pink,Ground,,Ordinary,,False
920,760,760_0,Bewear,Bewear,7,2.1,135.0,Normal,Fighting,Fluffy,Klutz,Unnerve,Pink,Ground,,Ordinary,,False
921,761,761_0,Bounsweet,Bounsweet,7,0.3,3.2,Grass,,Leaf Guard,Oblivious,Sweet Veil,Purple,Grass,,Ordinary,,False
922,762,762_0,Steenee,Steenee,7,0.7,8.2,Grass,,Leaf Guard,Oblivious,Sweet Veil,Purple,Grass,,Ordinary,,False
923,763,763_0,Tsareena,Tsareena,7,1.2,21.4,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,Purple,Grass,,Ordinary,,False
924,764,764_0,Comfey,Comfey,7,0.1,0.3,Fairy,,Flower Veil,Triage,Natural Cure,Green,Grass,,Ordinary,,False
925,765,765_0,Oranguru,Oranguru,7,1.5,76.0,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,White,Ground,,Ordinary,,False
926,766,766_0,Passimian,Passimian,7,2.0,82.8,Fighting,,Receiver,,Defiant,White,Ground,,Ordinary,,False
927,767,767_0,Wimpod,Wimpod,7,0.5,12.0,Bug,Water,Wimp Out,,,Gray,Bug,Water3,Ordinary,,False
928,768,768_0,Golisopod,Golisopod,7,2.0,108.0,Bug,Water,Emergency Exit,,,Gray,Bug,Water3,Ordinary,,False
929,769,769_0,Sandygast,Sandygast,7,0.5,70.0,Ghost,Ground,Water Compaction,,Sand Veil,Brown,Amorphous,,Ordinary,,False
930,770,770_0,Palossand,Palossand,7,1.3,250.0,Ghost,Ground,Water Compaction,,Sand Veil,Brown,Amorphous,,Ordinary,,False
931,771,771_0,Pyukumuku,Pyukumuku,7,0.3,1.2,Water,,Innards Out,,Unaware,Black,Water1,,Ordinary,,False
932,772,772_0,Type: Null,Type: Null,7,1.9,120.5,Normal,,Battle Armor,,,Gray,Undiscovered,,Semi-Legendary,,False
933,773,773_0,Silvally,Silvally,7,2.3,100.5,Normal,,RKS System,,,Gray,Undiscovered,,Semi-Legendary,,False
934,774,774_0,Minior,Minior Meteor Form,7,0.3,40.0,Rock,Flying,Shields Down,,,Brown,Mineral,,Ordinary,,False
935,774,774_1,Minior,Minior Red Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Red,Mineral,,Ordinary,,False
936,774,774_2,Minior,Minior Orange Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Red,Mineral,,Ordinary,,False
937,774,774_3,Minior,Minior Yellow Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Yellow,Mineral,,Ordinary,,False
938,774,774_4,Minior,Minior Green Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Green,Mineral,,Ordinary,,False
939,774,774_5,Minior,Minior Blue Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Blue,Mineral,,Ordinary,,False
940,774,774_6,Minior,Minior Indigo Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Blue,Mineral,,Ordinary,,False
941,774,774_7,Minior,Minior Purple Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Purple,Mineral,,Ordinary,,False
942,775,775_0,Komala,Komala,7,0.4,19.9,Normal,,Comatose,,,Blue,Ground,,Ordinary,,False
943,776,776_0,Turtonator,Turtonator,7,2.0,212.0,Fire,Dragon,Shell Armor,,,Red,Monster,Dragon,Ordinary,,False
944,777,777_0,Togedemaru,Togedemaru,7,0.3,3.3,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,Gray,Ground,Fairy,Ordinary,,False
945,778,778_0,Mimikyu,Mimikyu,7,0.2,0.7,Ghost,Fairy,Disguise,,,Yellow,Amorphous,,Ordinary,,False
946,779,779_0,Bruxish,Bruxish,7,0.9,19.0,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,Pink,Water2,,Ordinary,,False
947,780,780_0,Drampa,Drampa,7,3.0,185.0,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,White,Monster,Dragon,Ordinary,,False
948,781,781_0,Dhelmise,Dhelmise,7,3.9,210.0,Ghost,Grass,Steelworker,,,Green,Mineral,,Ordinary,,False
949,782,782_0,Jangmo-o,Jangmo-o,7,0.6,29.7,Dragon,,Bulletproof,Soundproof,Overcoat,Gray,Dragon,,Ordinary,,False
950,783,783_0,Hakamo-o,Hakamo-o,7,1.2,47.0,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Gray,Dragon,,Ordinary,,False
951,784,784_0,Kommo-o,Kommo-o,7,1.6,78.2,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Gray,Dragon,,Ordinary,,False
952,785,785_0,Tapu Koko,Tapu Koko,7,1.8,20.5,Electric,Fairy,Electric Surge,,Telepathy,Yellow,Undiscovered,,Semi-Legendary,,False
953,786,786_0,Tapu Lele,Tapu Lele,7,1.2,18.6,Psychic,Fairy,Psychic Surge,,Telepathy,Pink,Undiscovered,,Semi-Legendary,,False
954,787,787_0,Tapu Bulu,Tapu Bulu,7,1.9,45.5,Grass,Fairy,Grassy Surge,,Telepathy,Red,Undiscovered,,Semi-Legendary,,False
955,788,788_0,Tapu Fini,Tapu Fini,7,1.3,21.2,Water,Fairy,Misty Surge,,Telepathy,Purple,Undiscovered,,Semi-Legendary,,False
956,789,789_0,Cosmog,Cosmog,7,0.2,0.1,Psychic,,Unaware,,,Blue,Undiscovered,,Legendary,,False
957,790,790_0,Cosmoem,Cosmoem,7,0.1,999.9,Psychic,,Sturdy,,,Blue,Undiscovered,,Legendary,,False
958,791,791_0,Solgaleo,Solgaleo,7,3.4,230.0,Psychic,Steel,Full Metal Body,,,White,Undiscovered,,Legendary,,False
959,792,792_0,Lunala,Lunala,7,4.0,120.0,Psychic,Ghost,Shadow Shield,,,Purple,Undiscovered,,Legendary,,False
960,793,793_0,Nihilego,Nihilego,7,1.2,55.5,Rock,Poison,Beast Boost,,,White,Undiscovered,,Semi-Legendary,,False
961,794,794_0,Buzzwole,Buzzwole,7,2.4,333.6,Bug,Fighting,Beast Boost,,,Red,Undiscovered,,Semi-Legendary,,False
962,795,795_0,Pheromosa,Pheromosa,7,1.8,25.0,Bug,Fighting,Beast Boost,,,White,Undiscovered,,Semi-Legendary,,False
963,796,796_0,Xurkitree,Xurkitree,7,3.8,100.0,Electric,,Beast Boost,,,Black,Undiscovered,,Semi-Legendary,,False
964,797,797_0,Celesteela,Celesteela,7,9.2,999.9,Steel,Flying,Beast Boost,,,Green,Undiscovered,,Semi-Legendary,,False
965,798,798_0,Kartana,Kartana,7,0.3,0.1,Grass,Steel,Beast Boost,,,White,Undiscovered,,Semi-Legendary,,False
